infl_id,infl_pos,infl_person,infl_plurality,infl_tense,infl_type,infl_variant,infl_stem_id,infl_voice,infl_mood,ending,concat-grammar-info
586,V,3,S,FUT,1,1,2,ACTIVE,IMP,ato,3-S-FUT
587,V,2,P,FUT,1,1,2,ACTIVE,IMP,atote,2-P-FUT
588,V,3,P,FUT,1,1,2,ACTIVE,IMP,anto,3-P-FUT
589,V,2,S,PRES,1,1,2,PASSIVE,IMP,are,2-S-PRES
590,V,2,P,PRES,1,1,2,PASSIVE,IMP,amini,2-P-PRES
591,V,2,S,FUT,1,1,2,PASSIVE,IMP,ator,2-S-FUT
592,V,3,S,FUT,1,1,2,PASSIVE,IMP,ator,3-S-FUT
593,V,3,P,FUT,1,1,2,PASSIVE,IMP,antor,3-P-FUT
594,V,0,X,PRES,1,1,2,ACTIVE,INF,are,0-X-PRES
595,V,0,X,PERF,1,1,3,ACTIVE,INF,isse,0-X-PERF
596,V,0,X,PRES,1,1,2,PASSIVE,INF,ari,0-X-PRES
597,V,0,X,PRES,1,1,2,PASSIVE,INF,arier,0-X-PRES
598,V,1,S,PRES,2,1,1,ACTIVE,IND,eo,1-S-PRES
599,V,2,S,PRES,2,1,2,ACTIVE,IND,es,2-S-PRES
600,V,3,S,PRES,2,1,2,ACTIVE,IND,et,3-S-PRES
601,V,1,P,PRES,2,1,2,ACTIVE,IND,emus,1-P-PRES
602,V,2,P,PRES,2,1,2,ACTIVE,IND,etis,2-P-PRES
603,V,3,P,PRES,2,1,1,ACTIVE,IND,ent,3-P-PRES
604,V,1,S,IMPF,2,1,1,ACTIVE,IND,ebam,1-S-IMPF
605,V,2,S,IMPF,2,1,1,ACTIVE,IND,ebas,2-S-IMPF
606,V,3,S,IMPF,2,1,1,ACTIVE,IND,ebat,3-S-IMPF
607,V,1,P,IMPF,2,1,1,ACTIVE,IND,ebamus,1-P-IMPF
608,V,2,P,IMPF,2,1,1,ACTIVE,IND,ebatis,2-P-IMPF
609,V,3,P,IMPF,2,1,1,ACTIVE,IND,ebant,3-P-IMPF
610,V,1,S,FUT,2,1,1,ACTIVE,IND,ebo,1-S-FUT
611,V,2,S,FUT,2,1,1,ACTIVE,IND,ebis,2-S-FUT
612,V,3,S,FUT,2,1,1,ACTIVE,IND,ebit,3-S-FUT
613,V,1,P,FUT,2,1,1,ACTIVE,IND,ebimus,1-P-FUT
614,V,2,P,FUT,2,1,1,ACTIVE,IND,ebitis,2-P-FUT
615,V,3,P,FUT,2,1,1,ACTIVE,IND,ebunt,3-P-FUT
616,V,1,S,PRES,2,1,1,PASSIVE,IND,eor,1-S-PRES
617,V,2,S,PRES,2,1,2,PASSIVE,IND,eris,2-S-PRES
618,V,2,S,PRES,2,1,2,PASSIVE,IND,ere,2-S-PRES
619,V,3,S,PRES,2,1,2,PASSIVE,IND,etur,3-S-PRES
620,V,1,P,PRES,2,1,2,PASSIVE,IND,emur,1-P-PRES
621,V,2,P,PRES,2,1,2,PASSIVE,IND,emini,2-P-PRES
622,V,3,P,PRES,2,1,1,PASSIVE,IND,entur,3-P-PRES
623,V,1,S,IMPF,2,1,1,PASSIVE,IND,ebar,1-S-IMPF
624,V,2,S,IMPF,2,1,1,PASSIVE,IND,ebaris,2-S-IMPF
625,V,2,S,IMPF,2,1,1,PASSIVE,IND,ebare,2-S-IMPF
626,V,3,S,IMPF,2,1,1,PASSIVE,IND,ebatur,3-S-IMPF
627,V,1,P,IMPF,2,1,1,PASSIVE,IND,ebamur,1-P-IMPF
628,V,2,P,IMPF,2,1,1,PASSIVE,IND,ebamini,2-P-IMPF
629,V,3,P,IMPF,2,1,1,PASSIVE,IND,ebantur,3-P-IMPF
630,V,1,S,FUT,2,1,1,PASSIVE,IND,ebor,1-S-FUT
631,V,2,S,FUT,2,1,1,PASSIVE,IND,eberis,2-S-FUT
632,V,2,S,FUT,2,1,1,PASSIVE,IND,ebere,2-S-FUT
633,V,3,S,FUT,2,1,1,PASSIVE,IND,ebitur,3-S-FUT
634,V,1,P,FUT,2,1,1,PASSIVE,IND,ebimur,1-P-FUT
635,V,2,P,FUT,2,1,1,PASSIVE,IND,ebimini,2-P-FUT
636,V,3,P,FUT,2,1,1,PASSIVE,IND,ebuntur,3-P-FUT
63,V,2,S,PRES,2,1,2,ACTIVE,IMP,e,2-S-PRES
664,V,2,P,PRES,2,1,2,ACTIVE,IMP,ete,2-P-PRES
665,V,2,S,FUT,2,1,2,ACTIVE,IMP,eto,2-S-FUT
666,V,3,S,FUT,2,1,2,ACTIVE,IMP,eto,3-S-FUT
667,V,2,P,FUT,2,1,2,ACTIVE,IMP,etote,2-P-FUT
668,V,3,P,FUT,2,1,2,ACTIVE,IMP,ento,3-P-FUT
669,V,2,S,PRES,2,1,2,PASSIVE,IMP,ere,2-S-PRES
670,V,2,P,PRES,2,1,2,PASSIVE,IMP,emini,2-P-PRES
671,V,2,S,FUT,2,1,2,PASSIVE,IMP,etor,2-S-FUT
672,V,3,S,FUT,2,1,2,PASSIVE,IMP,etor,3-S-FUT
673,V,3,P,FUT,2,1,2,PASSIVE,IMP,entor,3-P-FUT
674,V,0,X,PRES,2,1,2,ACTIVE,INF,ere,0-X-PRES
675,V,0,X,PERF,2,1,3,ACTIVE,INF,isse,0-X-PERF
676,V,0,X,PRES,2,1,2,PASSIVE,INF,eri,0-X-PRES
677,V,0,X,PRES,2,1,2,PASSIVE,INF,erier,0-X-PRES
678,V,1,S,PRES,3,0,1,ACTIVE,IND,o,1-S-PRES
679,V,2,S,PRES,3,1,2,ACTIVE,IND,is,2-S-PRES
680,V,3,S,PRES,3,1,2,ACTIVE,IND,it,3-S-PRES
681,V,1,P,PRES,3,1,2,ACTIVE,IND,imus,1-P-PRES
682,V,2,P,PRES,3,1,2,ACTIVE,IND,itis,2-P-PRES
683,V,3,P,PRES,3,0,1,ACTIVE,IND,unt,3-P-PRES
684,V,1,S,IMPF,3,0,1,ACTIVE,IND,ebam,1-S-IMPF
685,V,2,S,IMPF,3,0,1,ACTIVE,IND,ebas,2-S-IMPF
686,V,3,S,IMPF,3,0,1,ACTIVE,IND,ebat,3-S-IMPF
687,V,1,P,IMPF,3,0,1,ACTIVE,IND,ebamus,1-P-IMPF
688,V,2,P,IMPF,3,0,1,ACTIVE,IND,ebatis,2-P-IMPF
689,V,3,P,IMPF,3,0,1,ACTIVE,IND,ebant,3-P-IMPF
690,V,1,S,FUT,3,0,1,ACTIVE,IND,am,1-S-FUT
691,V,2,S,FUT,3,0,1,ACTIVE,IND,es,2-S-FUT
692,V,3,S,FUT,3,0,1,ACTIVE,IND,et,3-S-FUT
693,V,1,P,FUT,3,0,1,ACTIVE,IND,emus,1-P-FUT
694,V,2,P,FUT,3,0,1,ACTIVE,IND,etis,2-P-FUT
695,V,3,P,FUT,3,0,1,ACTIVE,IND,ent,3-P-FUT
696,V,1,S,PRES,3,0,1,PASSIVE,IND,or,1-S-PRES
697,V,2,S,PRES,3,1,2,PASSIVE,IND,eris,2-S-PRES
698,V,2,S,PRES,3,1,2,PASSIVE,IND,ere,2-S-PRES
699,V,3,S,PRES,3,1,2,PASSIVE,IND,itur,3-S-PRES
700,V,1,P,PRES,3,0,2,PASSIVE,IND,imur,1-P-PRES
701,V,2,P,PRES,3,0,2,PASSIVE,IND,imini,2-P-PRES
702,V,3,P,PRES,3,0,1,PASSIVE,IND,untur,3-P-PRES
703,V,1,S,IMPF,3,0,1,PASSIVE,IND,ebar,1-S-IMPF
704,V,2,S,IMPF,3,0,1,PASSIVE,IND,ebaris,2-S-IMPF
705,V,2,S,IMPF,3,0,1,PASSIVE,IND,ebare,2-S-IMPF
706,V,3,S,IMPF,3,0,1,PASSIVE,IND,ebatur,3-S-IMPF
707,V,1,P,IMPF,3,0,1,PASSIVE,IND,ebamur,1-P-IMPF
708,V,2,P,IMPF,3,0,1,PASSIVE,IND,ebamini,2-P-IMPF
709,V,3,P,IMPF,3,0,1,PASSIVE,IND,ebantur,3-P-IMPF
710,V,1,S,FUT,3,0,1,PASSIVE,IND,ar,1-S-FUT
711,V,2,S,FUT,3,0,1,PASSIVE,IND,eris,2-S-FUT
712,V,2,S,FUT,3,0,1,PASSIVE,IND,ere,2-S-FUT
713,V,3,S,FUT,3,0,1,PASSIVE,IND,etur,3-S-FUT
714,V,1,P,FUT,3,0,1,PASSIVE,IND,emur,1-P-FUT
715,V,2,P,FUT,3,0,1,PASSIVE,IND,emini,2-P-FUT
716,V,3,P,FUT,3,0,1,PASSIVE,IND,entur,3-P-FUT
43,V,2,S,PRES,3,1,2,ACTIVE,IMP,e,2-S-PRES
745,V,2,P,PRES,3,1,2,ACTIVE,IMP,ite,2-P-PRES
746,V,2,S,FUT,3,1,2,ACTIVE,IMP,ito,2-S-FUT
747,V,3,S,FUT,3,1,2,ACTIVE,IMP,ito,3-S-FUT
748,V,2,P,FUT,3,1,2,ACTIVE,IMP,itote,2-P-FUT
749,V,3,P,FUT,3,1,2,ACTIVE,IMP,unto,3-P-FUT
750,V,2,S,PRES,3,1,2,PASSIVE,IMP,ere,2-S-PRES
751,V,2,P,PRES,3,1,2,PASSIVE,IMP,imini,2-P-PRES
752,V,2,S,FUT,3,1,2,PASSIVE,IMP,itor,2-S-FUT
753,V,3,S,FUT,3,1,2,PASSIVE,IMP,itor,3-S-FUT
754,V,3,P,FUT,3,1,2,PASSIVE,IMP,untor,3-P-FUT
755,V,0,X,PRES,3,1,2,ACTIVE,INF,ere,0-X-PRES
756,V,0,X,PERF,3,1,3,ACTIVE,INF,isse,0-X-PERF
757,V,0,X,PRES,3,1,2,PASSIVE,INF,i,0-X-PRES
758,V,0,X,PRES,3,1,2,PASSIVE,INF,ier,0-X-PRES
759,V,2,S,PRES,3,2,1,ACTIVE,IND,s,2-S-PRES
760,V,3,S,PRES,3,2,1,ACTIVE,IND,t,3-S-PRES
761,V,1,P,PRES,3,2,1,ACTIVE,IND,imus,1-P-PRES
762,V,2,P,PRES,3,2,1,ACTIVE,IND,tis,2-P-PRES
763,V,2,S,PRES,3,2,2,PASSIVE,IND,ris,2-S-PRES
764,V,2,S,PRES,3,2,2,PASSIVE,IND,re,2-S-PRES
765,V,3,S,PRES,3,2,1,PASSIVE,IND,tur,3-S-PRES
80,V,2,P,PRES,3,2,1,ACTIVE,IMP,te,2-P-PRES
781,V,2,S,PRES,3,2,1,PASSIVE,IMP,re,2-S-PRES
782,V,2,P,PRES,3,2,1,PASSIVE,IMP,imini,2-P-PRES
783,V,2,S,FUT,3,2,1,ACTIVE,IMP,to,2-S-FUT
784,V,3,S,FUT,3,2,1,ACTIVE,IMP,to,3-S-FUT
785,V,2,P,FUT,3,2,1,ACTIVE,IMP,tote,2-P-FUT
786,V,3,P,FUT,3,2,1,ACTIVE,IMP,unto,3-P-FUT
787,V,2,S,FUT,3,2,1,PASSIVE,IMP,tor,2-S-FUT
788,V,3,S,FUT,3,2,1,PASSIVE,IMP,tor,3-S-FUT
789,V,3,P,FUT,3,2,1,PASSIVE,IMP,untor,3-P-FUT
790,V,0,X,PRES,3,2,2,ACTIVE,INF,re,0-X-PRES
791,V,0,X,PERF,3,2,3,ACTIVE,INF,isse,0-X-PERF
792,V,0,X,PRES,3,2,2,PASSIVE,INF,ri,0-X-PRES
793,V,0,X,PRES,3,2,2,PASSIVE,INF,rier,0-X-PRES
794,V,2,S,PRES,3,3,2,ACTIVE,IND,is,2-S-PRES
795,V,3,S,PRES,3,3,2,ACTIVE,IND,it,3-S-PRES
796,V,1,P,PRES,3,3,2,ACTIVE,IND,imus,1-P-PRES
797,V,2,P,PRES,3,3,2,ACTIVE,IND,itis,2-P-PRES
798,V,2,S,PRES,3,3,2,PASSIVE,IND,eris,2-S-PRES
799,V,3,S,PRES,3,3,2,PASSIVE,IND,itur,3-S-PRES
12,V,2,S,PRES,3,3,2,ACTIVE,IMP,i,2-S-PRES
813,V,2,P,PRES,3,3,2,ACTIVE,IMP,ite,2-P-PRES
814,V,2,S,FUT,3,3,2,ACTIVE,IMP,ito,2-S-FUT
815,V,3,S,FUT,3,3,2,ACTIVE,IMP,ito,3-S-FUT
816,V,2,P,FUT,3,3,2,ACTIVE,IMP,itote,2-P-FUT
817,V,0,X,PRES,3,3,2,ACTIVE,INF,iere,0-X-PRES
818,V,0,X,PRES,3,3,2,ACTIVE,INF,ieri,0-X-PRES
819,V,2,S,PRES,3,4,2,ACTIVE,IND,is,2-S-PRES
820,V,3,S,PRES,3,4,2,ACTIVE,IND,it,3-S-PRES
821,V,1,P,PRES,3,4,2,ACTIVE,IND,imus,1-P-PRES
822,V,2,P,PRES,3,4,2,ACTIVE,IND,itis,2-P-PRES
823,V,1,S,IMPF,3,4,2,ACTIVE,IND,bam,1-S-IMPF
824,V,2,S,IMPF,3,4,2,ACTIVE,IND,bas,2-S-IMPF
825,V,3,S,IMPF,3,4,2,ACTIVE,IND,bat,3-S-IMPF
826,V,1,P,IMPF,3,4,2,ACTIVE,IND,bamus,1-P-IMPF
827,V,2,P,IMPF,3,4,2,ACTIVE,IND,batis,2-P-IMPF
828,V,3,P,IMPF,3,4,2,ACTIVE,IND,bant,3-P-IMPF
829,V,1,S,FUT,3,4,1,ACTIVE,IND,bo,1-S-FUT
830,V,2,S,FUT,3,4,1,ACTIVE,IND,bis,2-S-FUT
831,V,3,S,FUT,3,4,1,ACTIVE,IND,bit,3-S-FUT
832,V,1,P,FUT,3,4,1,ACTIVE,IND,bimus,1-P-FUT
833,V,2,P,FUT,3,4,1,ACTIVE,IND,bitis,2-P-FUT
834,V,3,P,FUT,3,4,1,ACTIVE,IND,bunt,3-P-FUT
835,V,2,S,PRES,3,4,2,PASSIVE,IND,iris,2-S-PRES
836,V,2,S,PRES,3,4,2,PASSIVE,IND,ire,2-S-PRES
837,V,3,S,PRES,3,4,2,PASSIVE,IND,itur,3-S-PRES
838,V,1,S,FUT,3,4,1,PASSIVE,IND,bor,1-S-FUT
839,V,2,S,FUT,3,4,1,PASSIVE,IND,beris,2-S-FUT
840,V,3,S,FUT,3,4,1,PASSIVE,IND,berit,3-S-FUT
841,V,1,P,FUT,3,4,1,PASSIVE,IND,bimur,1-P-FUT
842,V,2,P,FUT,3,4,1,PASSIVE,IND,bimini,2-P-FUT
843,V,3,P,FUT,3,4,1,PASSIVE,IND,buntur,3-P-FUT
857,V,2,S,PRES,3,4,2,ACTIVE,IMP,i,2-S-PRES
858,V,2,P,PRES,3,4,2,ACTIVE,IMP,ite,2-P-PRES
859,V,2,S,FUT,3,4,2,ACTIVE,IMP,ito,2-S-FUT
860,V,3,S,FUT,3,4,2,ACTIVE,IMP,ito,3-S-FUT
861,V,2,P,FUT,3,4,2,ACTIVE,IMP,itote,2-P-FUT
862,V,3,P,FUT,3,4,1,ACTIVE,IMP,unto,3-P-FUT
863,V,2,S,PRES,3,4,2,PASSIVE,IMP,ire,2-S-PRES
864,V,2,P,PRES,3,4,2,PASSIVE,IMP,imini,2-P-PRES
865,V,2,S,FUT,3,4,2,PASSIVE,IMP,itor,2-S-FUT
866,V,3,S,FUT,3,4,2,PASSIVE,IMP,itor,3-S-FUT
867,V,3,P,FUT,3,4,1,PASSIVE,IMP,untor,3-P-FUT
868,V,0,X,PRES,3,4,2,ACTIVE,INF,ire,0-X-PRES
869,V,0,X,PERF,3,4,3,ACTIVE,INF,isse,0-X-PERF
870,V,0,X,PRES,3,4,2,PASSIVE,INF,iri,0-X-PRES
871,V,0,X,PRES,3,4,2,PASSIVE,INF,irier,0-X-PRES
872,V,1,S,PRES,5,0,1,ACTIVE,IND,um,1-S-PRES
873,V,2,S,PRES,5,0,2,ACTIVE,IND,es,2-S-PRES
874,V,3,S,PRES,5,0,2,ACTIVE,IND,est,3-S-PRES
875,V,1,P,PRES,5,0,1,ACTIVE,IND,umus,1-P-PRES
876,V,2,P,PRES,5,0,2,ACTIVE,IND,estis,2-P-PRES
877,V,3,P,PRES,5,0,1,ACTIVE,IND,unt,3-P-PRES
878,V,1,S,IMPF,5,0,2,ACTIVE,IND,eram,1-S-IMPF
879,V,2,S,IMPF,5,0,2,ACTIVE,IND,eras,2-S-IMPF
880,V,3,S,IMPF,5,0,2,ACTIVE,IND,erat,3-S-IMPF
881,V,1,P,IMPF,5,0,2,ACTIVE,IND,eramus,1-P-IMPF
882,V,2,P,IMPF,5,0,2,ACTIVE,IND,eratis,2-P-IMPF
883,V,3,P,IMPF,5,0,2,ACTIVE,IND,erant,3-P-IMPF
884,V,1,S,FUT,5,0,2,ACTIVE,IND,ero,1-S-FUT
885,V,2,S,FUT,5,0,2,ACTIVE,IND,eris,2-S-FUT
886,V,3,S,FUT,5,0,2,ACTIVE,IND,erit,3-S-FUT
887,V,1,P,FUT,5,0,2,ACTIVE,IND,erimus,1-P-FUT
888,V,2,P,FUT,5,0,2,ACTIVE,IND,eritis,2-P-FUT
889,V,3,P,FUT,5,0,2,ACTIVE,IND,erunt,3-P-FUT
890,V,3,P,FUT,5,0,2,ACTIVE,IND,erint,3-P-FUT
09,V,2,S,PRES,5,1,2,ACTIVE,IMP,es,2-S-PRES
910,V,2,P,PRES,5,1,2,ACTIVE,IMP,este,2-P-PRES
911,V,2,S,FUT,5,1,2,ACTIVE,IMP,esto,2-S-FUT
912,V,3,S,FUT,5,1,2,ACTIVE,IMP,esto,3-S-FUT
913,V,2,P,FUT,5,1,2,ACTIVE,IMP,estote,2-P-FUT
914,V,3,P,FUT,5,1,1,ACTIVE,IMP,unto,3-P-FUT
915,V,0,X,PRES,5,1,2,ACTIVE,INF,esse,0-X-PRES
916,V,0,X,PERF,5,0,3,ACTIVE,INF,isse,0-X-PERF
917,V,0,X,FUT,5,0,2,ACTIVE,INF,fore,0-X-FUT
918,V,1,S,IMPF,5,2,1,ACTIVE,SUB,em,1-S-IMPF
919,V,2,S,IMPF,5,2,1,ACTIVE,SUB,es,2-S-IMPF
920,V,3,S,IMPF,5,2,1,ACTIVE,SUB,et,3-S-IMPF
921,V,1,P,IMPF,5,2,1,ACTIVE,SUB,emus,1-P-IMPF
922,V,2,P,IMPF,5,2,1,ACTIVE,SUB,etis,2-P-IMPF
923,V,3,P,IMPF,5,2,1,ACTIVE,SUB,ent,3-P-IMPF
924,V,3,P,FUT,5,2,2,ACTIVE,IND,erint,3-P-FUT
925,V,0,X,PRES,5,2,1,ACTIVE,INF,e,0-X-PRES
926,V,0,X,PERF,5,2,3,ACTIVE,INF,isse,0-X-PERF
927,V,1,S,PRES,6,1,1,ACTIVE,IND,o,1-S-PRES
928,V,2,S,PRES,6,1,2,ACTIVE,IND,s,2-S-PRES
929,V,3,S,PRES,6,1,2,ACTIVE,IND,t,3-S-PRES
930,V,1,P,PRES,6,1,2,ACTIVE,IND,mus,1-P-PRES
931,V,2,P,PRES,6,1,2,ACTIVE,IND,tis,2-P-PRES
932,V,3,P,PRES,6,1,1,ACTIVE,IND,unt,3-P-PRES
933,V,1,S,IMPF,6,1,2,ACTIVE,IND,bam,1-S-IMPF
934,V,2,S,IMPF,6,1,2,ACTIVE,IND,bas,2-S-IMPF
935,V,3,S,IMPF,6,1,2,ACTIVE,IND,bat,3-S-IMPF
936,V,1,P,IMPF,6,1,2,ACTIVE,IND,bamus,1-P-IMPF
937,V,2,P,IMPF,6,1,2,ACTIVE,IND,batis,2-P-IMPF
938,V,3,P,IMPF,6,1,2,ACTIVE,IND,bant,3-P-IMPF
939,V,1,S,IMPF,6,1,2,ACTIVE,IND,ebam,1-S-IMPF
940,V,2,S,IMPF,6,1,2,ACTIVE,IND,ebas,2-S-IMPF
941,V,3,S,IMPF,6,1,2,ACTIVE,IND,ebat,3-S-IMPF
942,V,1,P,IMPF,6,1,2,ACTIVE,IND,ebamus,1-P-IMPF
943,V,2,P,IMPF,6,1,2,ACTIVE,IND,ebatis,2-P-IMPF
944,V,3,P,IMPF,6,1,2,ACTIVE,IND,ebant,3-P-IMPF
945,V,1,S,FUT,6,1,2,ACTIVE,IND,bo,1-S-FUT
946,V,2,S,FUT,6,1,2,ACTIVE,IND,bis,2-S-FUT
947,V,3,S,FUT,6,1,2,ACTIVE,IND,bit,3-S-FUT
948,V,1,P,FUT,6,1,2,ACTIVE,IND,bimus,1-P-FUT
949,V,2,P,FUT,6,1,2,ACTIVE,IND,bitis,2-P-FUT
950,V,3,P,FUT,6,1,2,ACTIVE,IND,bunt,3-P-FUT
951,V,1,S,FUT,6,1,2,ACTIVE,IND,am,1-S-FUT
952,V,2,S,FUT,6,1,2,ACTIVE,IND,es,2-S-FUT
953,V,3,S,FUT,6,1,2,ACTIVE,IND,et,3-S-FUT
954,V,1,P,FUT,6,1,2,ACTIVE,IND,emus,1-P-FUT
955,V,2,P,FUT,6,1,2,ACTIVE,IND,etis,2-P-FUT
956,V,3,P,FUT,6,1,2,ACTIVE,IND,ent,3-P-FUT
957,V,1,S,PRES,6,1,1,PASSIVE,IND,or,1-S-PRES
958,V,2,S,PRES,6,1,2,PASSIVE,IND,ris,2-S-PRES
959,V,2,S,PRES,6,1,2,PASSIVE,IND,re,2-S-PRES
960,V,3,S,PRES,6,1,2,PASSIVE,IND,tur,3-S-PRES
961,V,1,P,PRES,6,1,2,PASSIVE,IND,mur,1-P-PRES
962,V,2,P,PRES,6,1,2,PASSIVE,IND,mini,2-P-PRES
963,V,3,P,PRES,6,1,1,PASSIVE,IND,untur,3-P-PRES
964,V,1,S,IMPF,6,1,2,PASSIVE,IND,bar,1-S-IMPF
965,V,2,S,IMPF,6,1,2,PASSIVE,IND,baris,2-S-IMPF
966,V,2,S,IMPF,6,1,2,PASSIVE,IND,bare,2-S-IMPF
967,V,3,S,IMPF,6,1,2,PASSIVE,IND,batur,3-S-IMPF
968,V,1,P,IMPF,6,1,2,PASSIVE,IND,bamur,1-P-IMPF
969,V,2,P,IMPF,6,1,2,PASSIVE,IND,bamini,2-P-IMPF
970,V,3,P,IMPF,6,1,2,PASSIVE,IND,bantur,3-P-IMPF
971,V,1,S,FUT,6,1,2,PASSIVE,IND,bor,1-S-FUT
972,V,2,S,FUT,6,1,2,PASSIVE,IND,beris,2-S-FUT
973,V,2,S,FUT,6,1,2,PASSIVE,IND,bere,2-S-FUT
974,V,3,S,FUT,6,1,2,PASSIVE,IND,bitur,3-S-FUT
975,V,1,P,FUT,6,1,2,PASSIVE,IND,bimur,1-P-FUT
976,V,2,P,FUT,6,1,2,PASSIVE,IND,bimini,2-P-FUT
977,V,3,P,FUT,6,1,2,PASSIVE,IND,buntur,3-P-FUT
978,V,1,S,FUT,6,1,2,PASSIVE,IND,ar,1-S-FUT
979,V,2,S,FUT,6,1,2,PASSIVE,IND,eris,2-S-FUT
980,V,2,S,FUT,6,1,2,PASSIVE,IND,ere,2-S-FUT
981,V,3,S,FUT,6,1,2,PASSIVE,IND,etur,3-S-FUT
982,V,1,P,FUT,6,1,2,PASSIVE,IND,emur,1-P-FUT
983,V,2,P,FUT,6,1,2,PASSIVE,IND,emini,2-P-FUT
984,V,3,P,FUT,6,1,2,PASSIVE,IND,entur,3-P-FUT
012,V,2,P,PRES,6,1,2,ACTIVE,IMP,te,2-P-PRES
1013,V,2,S,FUT,6,1,2,ACTIVE,IMP,to,2-S-FUT
1014,V,3,S,FUT,6,1,2,ACTIVE,IMP,to,3-S-FUT
1015,V,2,P,FUT,6,1,2,ACTIVE,IMP,tote,2-P-FUT
1016,V,3,P,FUT,6,1,1,ACTIVE,IMP,unto,3-P-FUT
1017,V,2,S,PRES,6,1,2,PASSIVE,IMP,ere,2-S-PRES
1018,V,2,P,PRES,6,1,2,PASSIVE,IMP,mini,2-P-PRES
1019,V,2,S,FUT,6,1,2,PASSIVE,IMP,tor,2-S-FUT
1020,V,3,S,FUT,6,1,2,PASSIVE,IMP,tor,3-S-FUT
1021,V,3,P,FUT,6,1,1,PASSIVE,IMP,untor,3-P-FUT
1022,V,0,X,PRES,6,1,2,ACTIVE,INF,re,0-X-PRES
1023,V,0,X,PERF,6,1,3,ACTIVE,INF,isse,0-X-PERF
1024,V,0,X,PRES,6,1,2,PASSIVE,INF,ri,0-X-PRES
1025,V,0,X,PRES,6,1,2,PASSIVE,INF,rier,0-X-PRES
1026,V,1,S,PRES,6,2,1,ACTIVE,IND,o,1-S-PRES
1027,V,1,P,PRES,6,2,1,ACTIVE,IND,umus,1-P-PRES
